Id_de_sentencia,IdSentenciado,SentidoSentencia,Sexo,Edad
13447,133953262,Condenatoria,Hombre,28
13454,133957433,Condenatoria,Hombre,27
22047,133965429,Condenatoria,Hombre,37
11871,133976704,Condenatoria,Hombre,45
24167,134011477,Condenatoria,Hombre,32
14921,134017026,Condenatoria,Hombre,25
18464,134043204,Condenatoria,Hombre,28
18464,134043206,Condenatoria,Hombre,35
24164,134122815,Condenatoria,Hombre,51
15739,134206700,Condenatoria,Hombre,26
17599,134224653,Condenatoria,Hombre,32
26299,134261436,Condenatoria,Mujer,46
10473,134262942,Condenatoria,Hombre,26
9255,134283678,Condenatoria,Hombre,55
12768,134287280,Condenatoria,Hombre,41
23437,134301120,Condenatoria,Hombre,42
13012,134326010,Condenatoria,Hombre,48
15746,134328107,Condenatoria,Hombre,52
15742,134329274,Condenatoria,Hombre,30
12000,134351870,Condenatoria,Hombre,41
13015,134378544,Condenatoria,Hombre,30
15623,134389910,Condenatoria,Hombre,43
25125,134391934,Condenatoria,Hombre,33
11804,134406354,Condenatoria,Mujer,54
9328,134421642,Condenatoria,Hombre,33
15161,134436329,Condenatoria,Hombre,57
15972,134443618,Condenatoria,Hombre,48
24154,134454318,Condenatoria,Hombre,39
16064,134461236,Condenatoria,Hombre,45
24151,134478205,Condenatoria,Hombre,30
8898,134486424,Condenatoria,Hombre,29
13849,134537297,Condenatoria,Hombre,36
16161,134555431,Condenatoria,Hombre,43
9272,134568386,Condenatoria,Hombre,62
13859,134639015,Condenatoria,Hombre,67
26300,134671021,Condenatoria,Mujer,51
15705,134697245,Absolutoria,Hombre,51
15705,134697247,Condenatoria,Hombre,33
24148,134697253,Condenatoria,Hombre,37
2720,134699592,Condenatoria,Hombre,34
13866,134773890,Condenatoria,Hombre,24
13450,134792571,Absolutoria,Hombre,51
17322,134805571,Condenatoria,Hombre,36
24133,134834479,Condenatoria,Hombre,47
18536,134835727,Condenatoria,Mujer,39
13875,134861989,Condenatoria,Hombre,34
24130,134891078,Condenatoria,Hombre,38
882,134916533,Absolutoria,Hombre,43
18700,134932530,Condenatoria,Hombre,33
15173,134943955,Condenatoria,Hombre,34
9525,134970373,Condenatoria,Mujer,35
15459,134971040,Condenatoria,Hombre,27
28645,135016508,Condenatoria,Hombre,37
9445,135018159,Condenatoria,Hombre,42
15795,135041316,Condenatoria,Mujer,28
16107,135071826,Condenatoria,Hombre,27
9516,135109602,Condenatoria,Mujer,49
24700,135111341,Condenatoria,Hombre,45
9514,135192054,Condenatoria,Hombre,36
16705,135234078,Condenatoria,Hombre,45
14407,135275674,Condenatoria,Hombre,26
15860,135306197,Condenatoria,Hombre,38
14849,135334172,Condenatoria,Hombre,29
16280,135362029,Condenatoria,Hombre,50
16280,135362031,Condenatoria,Hombre,51
16834,135362156,Condenatoria,Hombre,37
1605,135389754,Absolutoria,Hombre,45
15772,135396042,Condenatoria,Hombre,27
9322,135416928,Condenatoria,Hombre,52
15805,135429433,Condenatoria,Hombre,24
1658,135444255,Condenatoria,Hombre,45
16182,135457463,Condenatoria,Hombre,34
22797,135459030,Condenatoria,Hombre,36
18740,135486298,Condenatoria,Hombre,51
24115,135553858,Condenatoria,Hombre,44
24111,135596498,Condenatoria,Hombre,39
9313,135601696,Condenatoria,Hombre,30
22074,135609160,Condenatoria,Hombre,37
25356,135631915,Condenatoria,Hombre,49
15976,135637279,Condenatoria,Hombre,28
25412,135642170,Condenatoria,Hombre,55
25470,135690874,Condenatoria,Hombre,28
16169,135707252,Condenatoria,Hombre,25
18741,135743209,Condenatoria,Hombre,33
14871,135809222,Condenatoria,Hombre,35
16710,135810068,Condenatoria,Hombre,64
24523,135810278,Condenatoria,Hombre,25
3194,135866876,Condenatoria,Hombre,35
1370,135894164,Condenatoria,Hombre,30
17895,135928175,Absolutoria,Hombre,26
15877,135928225,Condenatoria,Hombre,38
16456,135991311,Condenatoria,Hombre,31
11773,136022101,Condenatoria,Hombre,36
13464,136030056,Condenatoria,Hombre,34
10873,136041877,Condenatoria,Hombre,50
11795,136076905,Condenatoria,Mujer,45
17339,136082708,Condenatoria,Hombre,26
17339,136082729,Condenatoria,Hombre,25
17339,136082736,Condenatoria,Hombre,31
1651,136085142,Condenatoria,Hombre,34
11790,136112960,Condenatoria,Hombre,7
2238,136173366,Condenatoria,Hombre,36
16212,136220543,Condenatoria,Hombre,35
11539,136225224,Condenatoria,Hombre,55
26302,136225422,Condenatoria,Hombre,33
15783,136240836,Condenatoria,Hombre,49
14886,136257021,Condenatoria,Hombre,42
14454,136262753,Condenatoria,Hombre,42
1591,136321105,Absolutoria,Hombre,33
17675,136323935,Condenatoria,Hombre,28
17790,136335403,Condenatoria,Hombre,56
16350,136335474,Condenatoria,Hombre,29
1281,136337762,Condenatoria,Hombre,36
1280,136388035,Condenatoria,Hombre,36
16705,136431588,Condenatoria,Hombre,25
18469,136463589,Condenatoria,Hombre,45
15912,136473129,Condenatoria,Hombre,41
3193,136553455,Condenatoria,Hombre,51
14735,136559619,Condenatoria,Hombre,38
17347,136596130,Condenatoria,Hombre,24
15447,136638530,Condenatoria,Hombre,40
24090,136729645,Condenatoria,Hombre,34
17356,136748790,Condenatoria,Hombre,28
11789,136802406,Condenatoria,Hombre,47
9026,136805119,Condenatoria,Hombre,40
25210,136966300,Condenatoria,Hombre,26
30234,164261131,Condenatoria,Hombre,26
30073,164416328,Condenatoria,Hombre,33
26841,164454253,Condenatoria,Hombre,40
30113,164454701,Condenatoria,Hombre,35
28643,164526492,Condenatoria,Hombre,22
28468,164567888,Condenatoria,Hombre,36
28531,164625599,Condenatoria,Hombre,23
29781,164662218,Condenatoria,Mujer,31
30072,164667523,Condenatoria,Hombre,47
28194,164756302,Condenatoria,Hombre,27
28605,164811504,Condenatoria,Hombre,33
28493,164932110,Condenatoria,Hombre,38
29069,165171990,Condenatoria,Hombre,37
28191,165174942,Condenatoria,Hombre,24
28139,165321973,Condenatoria,Hombre,1
29928,165459729,Condenatoria,Hombre,43
29930,165481068,Condenatoria,Hombre,20
28328,165484897,Condenatoria,Hombre,37
30218,165657945,Condenatoria,Hombre,26
30071,165778003,Condenatoria,Mujer,58
30013,166185099,Condenatoria,Hombre,34
30013,166185132,Condenatoria,Hombre,21
29172,166188319,Condenatoria,Hombre,26
28955,166189095,Condenatoria,Hombre,23
29677,166354050,Condenatoria,Hombre,32
29767,166834313,Condenatoria,Hombre,23
30036,167164998,Condenatoria,Hombre,39
30166,167477857,Condenatoria,Hombre,38
29918,167669576,Condenatoria,Hombre,31
1529,115621031,Condenatoria,Hombre,47
2721,115649037,Condenatoria,Hombre,27
18911,115684181,Condenatoria,Hombre,32
2547,115705800,Condenatoria,Hombre,53
4189,115817614,Condenatoria,Hombre,37
1174,115838125,Condenatoria,Hombre,41
42,115838126,Sobreseimiento,Hombre,67
4194,115895722,Condenatoria,Hombre,56
419,115985144,Condenatoria,Hombre,43
17972,116155668,Condenatoria,Hombre,28
18406,116156030,Condenatoria,Hombre,50
9688,116183376,Condenatoria,Hombre,39
6326,116213182,Condenatoria,Hombre,33
15857,116372620,Condenatoria,Hombre,42
2109,116530596,Condenatoria,Hombre,58
17978,116605067,Condenatoria,Hombre,43
5197,116786920,Condenatoria,Hombre,32
5198,116786923,Condenatoria,Hombre,31
18415,116794571,Condenatoria,Hombre,62
18415,116794626,Condenatoria,Hombre,54
11712,116799529,Condenatoria,Hombre,41
5203,116953213,Condenatoria,Hombre,42
11721,117099998,Condenatoria,Hombre,48
11799,117191744,Condenatoria,Hombre,34
5296,117217009,Condenatoria,Hombre,57
5297,117251442,Condenatoria,Hombre,29
5300,117281788,Condenatoria,Hombre,45
17996,117282691,Condenatoria,Hombre,30
11813,117288522,Condenatoria,Hombre,65
18422,117377278,Condenatoria,Hombre,44
18425,117426062,Condenatoria,Hombre,54
15691,117473931,Condenatoria,Hombre,42
15812,117586169,Condenatoria,Hombre,45
5306,117742943,Condenatoria,Hombre,64
18139,117885627,Condenatoria,Hombre,50
5309,117903514,Condenatoria,Hombre,30
5314,117938183,Condenatoria,Hombre,37
5317,118105521,Condenatoria,Hombre,27
14762,118300252,Condenatoria,Hombre,57
15696,118327973,Condenatoria,Hombre,28
15702,118379984,Condenatoria,Hombre,39
18429,118389570,Condenatoria,Hombre,48
672,118458040,Absolutoria,Hombre,45
7468,118546729,Condenatoria,Hombre,32
28208,118666253,Condenatoria,Hombre,54
2512,118670742,Condenatoria,Hombre,47
1074,118729594,Condenatoria,Hombre,38
8334,118916361,Condenatoria,Hombre,35
18100,118997532,Condenatoria,Hombre,47
20994,119139752,Condenatoria,Hombre,29
7596,119177477,Condenatoria,Hombre,37
12875,119320060,Condenatoria,Hombre,59
18434,119350954,Condenatoria,Hombre,39
7601,119381928,Condenatoria,Mujer,41
6419,119403824,Condenatoria,Hombre,26
7661,119500068,Condenatoria,Hombre,38
27814,119547145,Condenatoria,Hombre,61
4653,119681636,Condenatoria,Hombre,30
7672,119927405,Condenatoria,Hombre,27
17168,120012102,Condenatoria,Hombre,26
468,120055188,Condenatoria,Hombre,41
16346,120068864,Condenatoria,Hombre,32
12277,120107547,Condenatoria,Hombre,31
12889,120137845,Condenatoria,Hombre,50
17181,120183534,Condenatoria,Hombre,46
17016,120223492,Condenatoria,Hombre,29
7737,120309977,Condenatoria,Hombre,43
3510,120352256,Condenatoria,Mujer,70
17698,120382727,Condenatoria,Hombre,57
15728,120384068,Condenatoria,Hombre,48
7771,120407807,Condenatoria,Hombre,47
27827,120504903,Condenatoria,Hombre,25
12909,120519930,Condenatoria,Hombre,36
12915,120563153,Condenatoria,Hombre,35
7877,120571640,Condenatoria,Hombre,30
13411,120589864,Condenatoria,Hombre,28
3306,120604928,Condenatoria,Mujer,67
3303,120615690,Condenatoria,Hombre,72
6403,120697369,Condenatoria,Hombre,36
25592,120725219,Condenatoria,Hombre,27
17214,120777498,Condenatoria,Hombre,40
16034,120890517,Condenatoria,Hombre,30
16036,121005063,Condenatoria,Hombre,26
10809,121065344,Condenatoria,Hombre,35
16037,121120711,Condenatoria,Hombre,25
16038,121128756,Condenatoria,Hombre,31
18092,121291114,Condenatoria,Hombre,39
10955,121297946,Condenatoria,Hombre,44
6509,121401546,Condenatoria,Hombre,44
16160,121443501,Condenatoria,Hombre,32
17754,121794840,Condenatoria,Hombre,31
18444,121816187,Condenatoria,Hombre,33
22133,121889500,Condenatoria,Hombre,40
22133,121889785,Condenatoria,Mujer,31
16363,121925264,Condenatoria,Hombre,58
16292,121931063,Condenatoria,Hombre,27
16048,122042172,Condenatoria,Hombre,31
13017,122043160,Condenatoria,Hombre,51
16266,122061917,Condenatoria,Mujer,32
16049,122076417,Condenatoria,Hombre,28
15731,122118573,Condenatoria,Mujer,39
8112,122287043,Condenatoria,Hombre,25
3517,122338663,Condenatoria,Hombre,26
6362,122408958,Condenatoria,Hombre,34
8114,122435852,Condenatoria,Hombre,38
17762,122437385,Condenatoria,Hombre,49
6409,122464111,Condenatoria,Hombre,38
4391,122737366,Condenatoria,Hombre,29
475,122851872,Mixta,Hombre,52
10974,122854032,Condenatoria,Hombre,32
9376,122875636,Condenatoria,Hombre,62
2523,122879556,Condenatoria,Hombre,36
18388,122933007,Condenatoria,Hombre,39
10724,122956045,Condenatoria,Hombre,48
25631,122990376,Condenatoria,Hombre,30
10730,122991013,Condenatoria,Hombre,61
17750,122991337,Condenatoria,Hombre,57
12359,123015645,Condenatoria,Hombre,33
7938,123024784,Condenatoria,Hombre,46
7398,123046425,Condenatoria,Hombre,39
23485,123061273,Condenatoria,Hombre,61
18389,123088425,Condenatoria,Hombre,30
25636,123088441,Condenatoria,Hombre,27
25635,123088442,Condenatoria,Hombre,25
14071,123286601,Condenatoria,Hombre,30
3628,123313050,Condenatoria,Hombre,70
19696,123401382,Condenatoria,Hombre,31
3629,123403514,Condenatoria,Hombre,27
3633,123404418,Condenatoria,Hombre,30
3633,123404420,Condenatoria,Hombre,39
13024,123404529,Condenatoria,Hombre,30
1013,123404588,Condenatoria,Hombre,39
8125,123467429,Condenatoria,Hombre,36
1904,123746501,Condenatoria,Hombre,55
1856,123791338,Condenatoria,Hombre,28
3431,123808421,Condenatoria,Hombre,26
8540,123845597,Condenatoria,Hombre,57
8337,123880077,Condenatoria,Hombre,37
1670,123902844,Condenatoria,Hombre,45
16378,123903305,Condenatoria,Hombre,41
14372,123903529,Condenatoria,Mujer,31
14372,123903531,Condenatoria,Hombre,38
18714,123905480,Condenatoria,Hombre,34
8135,123998662,Condenatoria,Hombre,69
1680,124031095,Condenatoria,Hombre,55
817,124039938,Condenatoria,Hombre,58
25651,124075858,Condenatoria,Hombre,29
25652,124199208,Condenatoria,Hombre,35
13541,124201402,Condenatoria,Hombre,34
16392,124257825,Condenatoria,Hombre,30
8137,124272406,Condenatoria,Mujer,38
8333,124325472,Condenatoria,Hombre,44
18716,124355579,Condenatoria,Hombre,32
16167,124379213,Condenatoria,Hombre,28
906,124399515,Condenatoria,Hombre,40
9742,124402324,Condenatoria,Hombre,35
8145,124504110,Condenatoria,Hombre,26
8147,124504126,Condenatoria,Hombre,29
14225,124504153,Condenatoria,Hombre,32
9727,124565157,Condenatoria,Hombre,30
18717,124569867,Condenatoria,Hombre,38
27214,124580416,Condenatoria,Hombre,32
16459,124632190,Condenatoria,Hombre,28
16098,124650481,Condenatoria,Hombre,45
23449,124659447,Condenatoria,Hombre,30
1700,124659993,Condenatoria,Hombre,30
21892,124662807,Condenatoria,Hombre,32
8331,124721234,Condenatoria,Hombre,31
25884,124780644,Condenatoria,Hombre,38
3665,124835482,Condenatoria,Hombre,35
8329,124839797,Condenatoria,Hombre,37
8154,124871472,Condenatoria,Hombre,32
8154,124871496,Condenatoria,Hombre,35
530,124905160,Absolutoria,Hombre,44
23598,124929318,Condenatoria,Hombre,24
14369,124935830,Condenatoria,Hombre,34
8155,124936797,Condenatoria,Hombre,26
9604,124990846,Condenatoria,Hombre,33
1497,125064928,Mixta,Hombre,45
14377,125092229,Condenatoria,Hombre,28
3672,125092555,Condenatoria,Hombre,34
3673,125093047,Condenatoria,Hombre,34
16516,125094293,Condenatoria,Hombre,38
3676,125095975,Condenatoria,Hombre,34
15618,125108666,Condenatoria,Hombre,36
11758,125145709,Condenatoria,Hombre,48
25959,125253126,Condenatoria,Hombre,39
8288,125254849,Condenatoria,Hombre,44
16519,125317503,Condenatoria,Hombre,25
16519,125317517,Condenatoria,Hombre,31
13315,125317913,Condenatoria,Hombre,29
16549,125318133,Condenatoria,Hombre,25
12974,125352964,Condenatoria,Hombre,38
26892,125413944,Condenatoria,Hombre,25
16561,125495094,Condenatoria,Hombre,34
18445,125495574,Condenatoria,Hombre,28
24420,125509876,Condenatoria,Hombre,28
8291,125519739,Condenatoria,Hombre,29
13575,125520962,Condenatoria,Hombre,48
13351,125526348,Condenatoria,Hombre,53
9600,125556247,Condenatoria,Mujer,41
13558,125615867,Condenatoria,Hombre,41
8293,125616436,Condenatoria,Hombre,33
2530,125619897,Mixta,Hombre,34
29969,125640247,Condenatoria,Hombre,42
13358,125640591,Condenatoria,Hombre,26
9754,125646866,Condenatoria,Hombre,34
16393,125647902,Condenatoria,Hombre,69
16393,125647909,Condenatoria,Hombre,53
13790,125648025,Condenatoria,Hombre,40
18692,125697516,Condenatoria,Hombre,34
17060,125712623,Condenatoria,Hombre,37
8295,125741181,Condenatoria,Mujer,26
16096,125901319,Condenatoria,Hombre,32
7940,125932322,Condenatoria,Hombre,40
7933,125962600,Condenatoria,Hombre,47
12368,126020586,Condenatoria,Hombre,42
18720,126023499,Condenatoria,Hombre,34
16390,126035606,Condenatoria,Hombre,59
1797,126054759,Condenatoria,Hombre,43
16557,126081419,Condenatoria,Hombre,27
24064,126103672,Condenatoria,Hombre,31
24064,126103755,Condenatoria,Hombre,36
14281,126187418,Condenatoria,Hombre,42
16585,126200731,Condenatoria,Hombre,33
17568,126230344,Condenatoria,Hombre,34
11815,126262963,Condenatoria,Hombre,32
19164,126279686,Absolutoria,Hombre,43
16408,126293540,Condenatoria,Hombre,30
12397,126295261,Condenatoria,Hombre,31
16567,126306831,Condenatoria,Hombre,39
15355,126308335,Condenatoria,Hombre,32
15355,126308425,Condenatoria,Hombre,33
15355,126326004,Condenatoria,Hombre,31
20097,126334299,Condenatoria,Hombre,39
11001,126512927,Condenatoria,Hombre,40
14349,126514930,Condenatoria,Mujer,30
8589,126577012,Condenatoria,Mujer,38
13253,126593384,Condenatoria,Hombre,52
12956,126601771,Condenatoria,Hombre,53
10976,126610632,Condenatoria,Hombre,64
13909,126618500,Condenatoria,Hombre,43
14353,126626504,Condenatoria,Hombre,43
25355,126660985,Condenatoria,Hombre,59
14362,126662409,Condenatoria,Mujer,31
13750,126662509,Condenatoria,Hombre,33
591,126781615,Condenatoria,Hombre,31
16600,126809768,Condenatoria,Hombre,6
13334,126823255,Condenatoria,Hombre,34
26104,126868777,Condenatoria,Hombre,6
26106,126901672,Condenatoria,Hombre,33
24143,127009556,Condenatoria,Hombre,25
14635,127036464,Condenatoria,Hombre,38
14406,127038226,Condenatoria,Hombre,27
17079,127047180,Condenatoria,Hombre,50
14389,127078360,Absolutoria,Hombre,58
3109,127141286,Condenatoria,Hombre,44
2973,127148097,Condenatoria,Hombre,27
14680,127228653,Condenatoria,Hombre,48
13559,127307223,Condenatoria,Hombre,41
20689,127341633,Condenatoria,Hombre,44
9760,127440743,Condenatoria,Hombre,46
17125,127441973,Condenatoria,Hombre,6
10800,127447111,Condenatoria,Hombre,32
11434,127487178,Condenatoria,Hombre,24
12261,127506641,Condenatoria,Hombre,25
28291,127511263,Condenatoria,Hombre,35
18721,127520695,Condenatoria,Hombre,47
16424,127522919,Condenatoria,Hombre,29
16424,127522964,Condenatoria,Hombre,36
1513,127571305,Condenatoria,Hombre,32
1513,127571371,Condenatoria,Hombre,46
1513,127571404,Condenatoria,Hombre,26
24144,127635858,Condenatoria,Hombre,41
11437,127637806,Condenatoria,Hombre,40
8695,127637813,Condenatoria,Hombre,52
11077,127638184,Condenatoria,Hombre,42
15157,127703143,Absolutoria,Hombre,31
17191,127733398,Condenatoria,Mujer,31
2978,127773653,Condenatoria,Mujer,44
17199,127775885,Condenatoria,Hombre,27
17706,127776624,Condenatoria,Hombre,35
14386,127798223,Condenatoria,Hombre,34
3052,127940039,Condenatoria,Hombre,48
3050,127940040,Condenatoria,Hombre,37
14277,127970557,Condenatoria,Hombre,37
13245,128033460,Condenatoria,Hombre,48
25088,128064023,Condenatoria,Hombre,47
19912,153469582,Condenatoria,Hombre,31
23699,153474186,Condenatoria,Hombre,35
20376,153488110,Condenatoria,Hombre,35
19918,153531177,Condenatoria,Hombre,44
17731,153564298,Condenatoria,Hombre,23
6661,153568134,Condenatoria,Hombre,28
29785,153632188,Condenatoria,Hombre,29
19040,153651172,Condenatoria,Hombre,29
24941,153663692,Condenatoria,Hombre,34
24943,153695778,Condenatoria,Hombre,40
24971,153714166,Condenatoria,Hombre,30
24971,153714204,Condenatoria,Hombre,32
19198,153723548,Condenatoria,Hombre,20
23378,153729109,Condenatoria,Hombre,56
19157,153765773,Condenatoria,Mujer,47
24973,153765958,Condenatoria,Hombre,30
19621,153863072,Condenatoria,Hombre,29
14551,153880089,Condenatoria,Hombre,44
19433,153881847,Condenatoria,Hombre,40
16440,153882586,Condenatoria,Hombre,37
26693,153920862,Condenatoria,Hombre,34
25263,153927304,Condenatoria,Hombre,21
20013,153927546,Condenatoria,Hombre,36
20013,153927636,Condenatoria,Hombre,35
16988,153931329,Condenatoria,Hombre,30
16988,153931336,Condenatoria,Hombre,34
24958,153945426,Condenatoria,Hombre,23
24958,153945433,Condenatoria,Hombre,51
23375,153980739,Condenatoria,Hombre,33
18118,154015122,Condenatoria,Hombre,31
18626,154018779,Condenatoria,Hombre,28
23499,154027681,Condenatoria,Hombre,-55
24110,154070282,Condenatoria,Hombre,46
16376,154073530,Condenatoria,Hombre,38
19435,154073845,Condenatoria,Hombre,27
23297,154081038,Condenatoria,Hombre,25
19652,154106135,Condenatoria,Hombre,39
20711,154147778,Condenatoria,Hombre,24
20696,154225379,Condenatoria,Mujer,42
21457,154230419,Condenatoria,Hombre,65
20086,154231784,Condenatoria,Hombre,24
19731,154232150,Condenatoria,Hombre,48
23636,154235184,Condenatoria,Hombre,34
21348,154248416,Condenatoria,Hombre,41
20716,154267228,Condenatoria,Hombre,27
21307,154288263,Condenatoria,Hombre,43
23237,154314366,Condenatoria,Hombre,49
22651,154337065,Condenatoria,Hombre,29
15119,154351712,Condenatoria,Mujer,35
18615,154353802,Condenatoria,Hombre,33
22328,154368667,Condenatoria,Hombre,54
21385,154397754,Condenatoria,Mujer,64
22100,154411662,Condenatoria,Hombre,27
28201,154419406,Absolutoria,Mujer,25
26115,154436663,Condenatoria,Hombre,54
21086,154446300,Condenatoria,Hombre,28
24583,154459211,Condenatoria,Hombre,48
24583,154459213,Condenatoria,Hombre,47
26126,154460704,Condenatoria,Hombre,34
20715,154470180,Condenatoria,Mujer,35
25097,154490092,Condenatoria,Hombre,31
29802,154490134,Condenatoria,Hombre,20
29802,154490139,Condenatoria,Hombre,32
24985,154505356,Condenatoria,Hombre,41
25099,154510062,Condenatoria,Mujer,38
26118,154511023,Condenatoria,Hombre,32
25705,154519783,Condenatoria,Hombre,34
23736,154542373,Condenatoria,Hombre,43
22966,154569981,Condenatoria,Hombre,35
20239,154589140,Condenatoria,Hombre,33
28710,154602544,Condenatoria,Hombre,43
27006,154614605,Condenatoria,Hombre,48
23307,154665785,Condenatoria,Hombre,37
20208,154671248,Condenatoria,Mujer,36
21438,154671715,Condenatoria,Hombre,40
21835,154671907,Condenatoria,Hombre,37
19698,154672653,Condenatoria,Hombre,47
25800,154673323,Condenatoria,Hombre,36
30358,154673556,Condenatoria,Hombre,39
30310,154673571,Condenatoria,Hombre,51
21490,154674508,Condenatoria,Hombre,25
25580,154705240,Condenatoria,Hombre,35
19611,154705413,Condenatoria,Hombre,32
24781,154739601,Condenatoria,Hombre,57
23982,154739781,Condenatoria,Hombre,34
24026,154739820,Condenatoria,Hombre,64
23679,154739843,Condenatoria,Hombre,27
27173,154746493,Condenatoria,Hombre,49
27038,154758893,Condenatoria,Hombre,24
29303,154804901,Condenatoria,Hombre,33
20836,154872003,Condenatoria,Hombre,43
22983,154884252,Condenatoria,Hombre,44
22151,154963231,Condenatoria,Hombre,27
21492,155000593,Condenatoria,Hombre,39
21068,155076864,Condenatoria,Hombre,50
20179,155097465,Condenatoria,Hombre,42
25400,155111088,Condenatoria,Hombre,26
30324,155196170,Condenatoria,Hombre,50
21567,155232078,Condenatoria,Hombre,44
16647,155260475,Condenatoria,Hombre,30
26231,155386729,Condenatoria,Hombre,46
30259,155443300,Condenatoria,Hombre,32
20174,155458551,Condenatoria,Hombre,46
22653,155458615,Condenatoria,Hombre,39
24860,155458646,Condenatoria,Hombre,27
25164,155459950,Condenatoria,Hombre,2
25164,155460059,Condenatoria,Hombre,42
24617,155461372,Condenatoria,Hombre,39
27032,155490321,Condenatoria,Hombre,28
24599,155492657,Condenatoria,Hombre,59
24813,155495064,Condenatoria,Hombre,21
29407,155495068,Absolutoria,Hombre,36
24813,155495069,Condenatoria,Hombre,22
24813,155495071,Condenatoria,Hombre,39
24813,155495083,Condenatoria,Hombre,38
22126,155503025,Condenatoria,Hombre,29
26123,155580290,Condenatoria,Hombre,33
22965,155679801,Condenatoria,Hombre,40
24034,155695259,Condenatoria,Hombre,20
25601,155695481,Condenatoria,Hombre,53
22869,155697866,Condenatoria,Hombre,28
28185,155865111,Condenatoria,Hombre,32
22975,155911819,Condenatoria,Hombre,24
29152,156027228,Condenatoria,Hombre,27
29548,156088480,Condenatoria,Hombre,31
25532,156100639,Condenatoria,Hombre,51
21493,156101558,Condenatoria,Hombre,27
22101,156104159,Condenatoria,Hombre,43
29694,156127312,Condenatoria,Hombre,29
21455,156131934,Condenatoria,Hombre,22
27033,156193301,Condenatoria,Hombre,47
22926,156224187,Condenatoria,Hombre,25
21349,156225783,Condenatoria,Hombre,29
21231,156277943,Condenatoria,Hombre,60
26233,156281930,Condenatoria,Hombre,39
26241,156282232,Condenatoria,Hombre,34
21454,156296405,Condenatoria,Hombre,40
25629,156296893,Condenatoria,Hombre,34
18587,156303230,Condenatoria,Hombre,20
28289,156303316,Condenatoria,Hombre,21
24070,156303514,Condenatoria,Hombre,31
28009,156303688,Condenatoria,Hombre,33
29072,156385594,Condenatoria,Hombre,27
29072,156385634,Condenatoria,Hombre,41
27601,156386530,Condenatoria,Hombre,38
29889,156387820,Condenatoria,Hombre,35
21818,156388775,Condenatoria,Hombre,38
24981,156428110,Condenatoria,Hombre,27
26252,156505322,Condenatoria,Hombre,23
20781,156517556,Condenatoria,Hombre,24
20781,156517594,Condenatoria,Hombre,25
20781,156517611,Condenatoria,Hombre,52
27600,156520778,Condenatoria,Hombre,55
21091,156525634,Condenatoria,Mujer,40
27922,156534627,Condenatoria,Hombre,21
26243,156576733,Condenatoria,Hombre,28
20014,156578932,Condenatoria,Hombre,51
20979,156603846,Condenatoria,Hombre,51
27977,156604583,Condenatoria,Hombre,39
24016,156615515,Condenatoria,Hombre,35
22972,156615515,Condenatoria,Hombre,35
28292,156624919,Condenatoria,Hombre,29
19580,156647989,Condenatoria,Hombre,52
24620,156649037,Condenatoria,Hombre,47
20536,156655907,Condenatoria,Hombre,32
23488,156757297,Condenatoria,Hombre,35
24421,156757577,Condenatoria,Hombre,22
29908,156786263,Condenatoria,Hombre,29
21353,156805890,Condenatoria,Hombre,45
29344,156823992,Condenatoria,Hombre,36
26453,156885323,Condenatoria,Hombre,29
26253,156886862,Condenatoria,Hombre,21
20643,156931706,Condenatoria,Hombre,20
21347,156954437,Condenatoria,Hombre,30
24767,156967889,Condenatoria,Hombre,38
21351,156972718,Condenatoria,Hombre,40
24271,157043472,Condenatoria,Hombre,21
20173,157059143,Condenatoria,Hombre,26
23365,157067717,Condenatoria,Hombre,29
28490,157072941,Condenatoria,Mujer,44
28490,157073017,Condenatoria,Hombre,50
30340,157085229,Condenatoria,Hombre,49
27135,157145532,Condenatoria,Hombre,26
27135,157145539,Condenatoria,Hombre,35
26244,157153791,Condenatoria,Hombre,31
21318,157202434,Condenatoria,Hombre,47
29815,157228225,Condenatoria,Hombre,49
28015,157249073,Condenatoria,Hombre,53
26247,157249214,Condenatoria,Hombre,42
26919,157280701,Condenatoria,Hombre,64
22971,157319712,Condenatoria,Hombre,58
24372,157331784,Condenatoria,Hombre,24
24752,157337795,Condenatoria,Mujer,26
24749,157338481,Condenatoria,Hombre,42
21180,157400410,Condenatoria,Hombre,23
24979,157535061,Condenatoria,Hombre,44
25038,157559724,Condenatoria,Hombre,35
21110,157579397,Condenatoria,Hombre,52
24621,157599585,Condenatoria,Hombre,28
26845,157600111,Condenatoria,Hombre,33
24584,157601845,Condenatoria,Mujer,38
28064,157609941,Condenatoria,Hombre,59
24634,157649202,Condenatoria,Mujer,16
26948,157664087,Condenatoria,Hombre,37
24799,157665697,Condenatoria,Hombre,38
20753,157665972,Condenatoria,Hombre,64
23501,157700655,Condenatoria,Hombre,23
25627,157703489,Condenatoria,Hombre,37
23528,157704856,Condenatoria,Hombre,28
28713,157736786,Condenatoria,Hombre,38
23425,157736985,Condenatoria,Hombre,37
22056,157737329,Condenatoria,Hombre,58
25451,157748453,Condenatoria,Hombre,39
26921,157826955,Condenatoria,Hombre,27
27424,157857341,Condenatoria,Mujer,22
27426,157873297,Condenatoria,Hombre,27
21555,157915157,Condenatoria,Hombre,39
21016,157918677,Condenatoria,Hombre,73
29870,157929335,Condenatoria,Hombre,22
27947,157956186,Condenatoria,Hombre,38
26943,157989771,Condenatoria,Hombre,33
28026,157997401,Condenatoria,Hombre,34
