IdVictima,GeneroDelito,TipoDelito
27921,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17131,Actos ilícitos con armas,LFAFE Art. 83 P. 1
31585,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18235,Actos ilícitos con armas,LFAFE Art. 83 P. 1
21778,Actos ilícitos con armas,LFAFE Art. 83 P. 1
11993,Actos ilícitos con armas,LFAFE Art. 83 P. 1
21721,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1141,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1136,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17107,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17917,Actos ilícitos con armas,LFAFE Art. 83 P. 1
10105,Actos ilícitos con armas,LFAFE Art. 83 P. 1
21777,Actos ilícitos con armas,LFAFE Art. 83 P. 1
19800,Actos ilícitos con armas,LFAFE Art. 83 P. 1
2166,Actos ilícitos con armas,LFAFE Art. 83 P. 1
12037,Actos ilícitos con armas,LFAFE Art. 83 P. 1
24326,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1474,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17692,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17852,Actos ilícitos con armas,LFAFE Art. 83 P. 1
10535,Actos ilícitos con armas,LFAFE Art. 83 P. 1
11598,Actos ilícitos con armas,LFAFE Art. 83 P. 1
11578,Actos ilícitos con armas,LFAFE Art. 83 P. 1
2959,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8794,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8784,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8796,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8804,Actos ilícitos con armas,LFAFE Art. 83 P. 1
10487,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8016,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8800,Actos ilícitos con armas,LFAFE Art. 83 P. 1
19799,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8011,Actos ilícitos con armas,LFAFE Art. 83 P. 1
31583,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18939,Actos ilícitos con armas,LFAFE Art. 83 P. 1
25031,Actos ilícitos con armas,LFAFE Art. 83 P. 1
31477,Actos ilícitos con armas,LFAFE Art. 83 P. 1
3325,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7214,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8971,Actos ilícitos con armas,LFAFE Art. 83 P. 1
16891,Actos ilícitos con armas,LFAFE Art. 83 P. 1
28918,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8972,Actos ilícitos con armas,LFAFE Art. 83 P. 1
5694,Actos ilícitos con armas,LFAFE Art. 83 P. 1
23354,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8816,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8813,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7165,Actos ilícitos con armas,LFAFE Art. 83 P. 1
16887,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8967,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8009,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17697,Actos ilícitos con armas,LFAFE Art. 83 P. 1
21752,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8926,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8937,Actos ilícitos con armas,LFAFE Art. 83 P. 1
19327,Actos ilícitos con armas,LFAFE Art. 83 P. 1
11524,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8820,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17702,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17886,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1958,Actos ilícitos con armas,LFAFE Art. 83 P. 1
13273,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17720,Actos ilícitos con armas,LFAFE Art. 83 P. 1
4731,Actos ilícitos con armas,LFAFE Art. 83 P. 1
480,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17153,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1589,Actos ilícitos con armas,LFAFE Art. 83 P. 1
29015,Actos ilícitos con armas,LFAFE Art. 83 P. 1
9280,Actos ilícitos con armas,LFAFE Art. 83 P. 1
9931,Actos ilícitos con armas,LFAFE Art. 83 P. 1
5070,Actos ilícitos con armas,LFAFE Art. 83 P. 1
9922,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1799,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8007,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1851,Actos ilícitos con armas,LFAFE Art. 83 P. 1
11165,Actos ilícitos con armas,LFAFE Art. 83 P. 1
2935,Actos ilícitos con armas,LFAFE Art. 83 P. 1
13772,Actos ilícitos con armas,LFAFE Art. 83 P. 1
5071,Actos ilícitos con armas,LFAFE Art. 83 P. 1
9891,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18283,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17475,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18752,Actos ilícitos con armas,LFAFE Art. 83 P. 1
9294,Actos ilícitos con armas,LFAFE Art. 83 P. 1
22874,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7317,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17606,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18817,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8701,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18119,Actos ilícitos con armas,LFAFE Art. 83 P. 1
12259,Actos ilícitos con armas,LFAFE Art. 83 P. 1
2957,Actos ilícitos con armas,LFAFE Art. 83 P. 1
11163,Actos ilícitos con armas,LFAFE Art. 83 P. 1
13785,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17741,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8758,Actos ilícitos con armas,LFAFE Art. 83 P. 1
14264,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8759,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17415,Actos ilícitos con armas,LFAFE Art. 83 P. 1
20871,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1113,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18140,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1143,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7263,Actos ilícitos con armas,LFAFE Art. 83 P. 1
13768,Actos ilícitos con armas,LFAFE Art. 83 P. 1
836,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17241,Actos ilícitos con armas,LFAFE Art. 83 P. 1
16370,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1006,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8203,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8741,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8729,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8735,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17196,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7209,Actos ilícitos con armas,LFAFE Art. 83 P. 1
9794,Actos ilícitos con armas,LFAFE Art. 83 P. 1
406,Actos ilícitos con armas,LFAFE Art. 83 P. 1
30066,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17781,Actos ilícitos con armas,LFAFE Art. 83 P. 1
285,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7320,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7980,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8612,Actos ilícitos con armas,LFAFE Art. 83 P. 1
12058,Actos ilícitos con armas,LFAFE Art. 83 P. 1
12744,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18744,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18087,Actos ilícitos con armas,LFAFE Art. 83 P. 1
9189,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8587,Actos ilícitos con armas,LFAFE Art. 83 P. 1
5238,Actos ilícitos con armas,LFAFE Art. 83 P. 1
19305,Actos ilícitos con armas,LFAFE Art. 83 P. 1
20499,Actos ilícitos con armas,LFAFE Art. 83 P. 1
6840,Actos ilícitos con armas,LFAFE Art. 83 P. 1
15597,Actos ilícitos con armas,LFAFE Art. 83 P. 1
12456,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17840,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8520,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8519,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1521,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18086,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8512,Actos ilícitos con armas,LFAFE Art. 83 P. 1
2861,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18027,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17426,Actos ilícitos con armas,LFAFE Art. 83 P. 1
279,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8707,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8773,Actos ilícitos con armas,LFAFE Art. 83 P. 1
12918,Actos ilícitos con armas,LFAFE Art. 83 P. 1
12057,Actos ilícitos con armas,LFAFE Art. 83 P. 1
5226,Actos ilícitos con armas,LFAFE Art. 83 P. 1
12920,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17619,Actos ilícitos con armas,LFAFE Art. 83 P. 1
12586,Actos ilícitos con armas,LFAFE Art. 83 P. 1
15008,Actos ilícitos con armas,LFAFE Art. 83 P. 1
31807,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8443,Actos ilícitos con armas,LFAFE Art. 83 P. 1
15559,Actos ilícitos con armas,LFAFE Art. 83 P. 1
10149,Actos ilícitos con armas,LFAFE Art. 83 P. 1
10165,Actos ilícitos con armas,LFAFE Art. 83 P. 1
3652,Actos ilícitos con armas,LFAFE Art. 83 P. 1
764,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7325,Actos ilícitos con armas,LFAFE Art. 83 P. 1
5946,Actos ilícitos con armas,LFAFE Art. 83 P. 1
3650,Actos ilícitos con armas,LFAFE Art. 83 P. 1
3104,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17865,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8400,Actos ilícitos con armas,LFAFE Art. 83 P. 1
2412,Actos ilícitos con armas,LFAFE Art. 83 P. 1
278,Actos ilícitos con armas,LFAFE Art. 83 P. 1
16662,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8395,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8396,Actos ilícitos con armas,LFAFE Art. 83 P. 1
19642,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8389,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17071,Actos ilícitos con armas,LFAFE Art. 83 P. 1
16643,Actos ilícitos con armas,LFAFE Art. 83 P. 1
15548,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17616,Actos ilícitos con armas,LFAFE Art. 83 P. 1
4386,Actos ilícitos con armas,LFAFE Art. 83 P. 1
12881,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8259,Actos ilícitos con armas,LFAFE Art. 83 P. 1
9098,Actos ilícitos con armas,LFAFE Art. 83 P. 1
20778,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7166,Actos ilícitos con armas,LFAFE Art. 83 P. 1
6883,Actos ilícitos con armas,LFAFE Art. 83 P. 1
16810,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7189,Actos ilícitos con armas,LFAFE Art. 83 P. 1
31931,Actos ilícitos con armas,LFAFE Art. 83 P. 1
6816,Actos ilícitos con armas,LFAFE Art. 83 P. 1
765,Actos ilícitos con armas,LFAFE Art. 83 P. 1
5984,Actos ilícitos con armas,LFAFE Art. 83 P. 1
5975,Actos ilícitos con armas,LFAFE Art. 83 P. 1
10090,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17705,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1132,Actos ilícitos con armas,LFAFE Art. 83 P. 1
16648,Actos ilícitos con armas,LFAFE Art. 83 P. 1
5969,Actos ilícitos con armas,LFAFE Art. 83 P. 1
9166,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17510,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17778,Actos ilícitos con armas,LFAFE Art. 83 P. 1
5964,Actos ilícitos con armas,LFAFE Art. 83 P. 1
5878,Actos ilícitos con armas,LFAFE Art. 83 P. 1
5954,Actos ilícitos con armas,LFAFE Art. 83 P. 1
9052,Actos ilícitos con armas,LFAFE Art. 83 P. 1
9064,Actos ilícitos con armas,LFAFE Art. 83 P. 1
2101,Actos ilícitos con armas,LFAFE Art. 83 P. 1
15427,Actos ilícitos con armas,LFAFE Art. 83 P. 1
9432,Actos ilícitos con armas,LFAFE Art. 83 P. 1
688,Actos ilícitos con armas,LFAFE Art. 83 P. 1
2094,Actos ilícitos con armas,LFAFE Art. 83 P. 1
3521,Actos ilícitos con armas,LFAFE Art. 83 P. 1
44,Actos ilícitos con armas,LFAFE Art. 83 P. 1
3634,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7162,Actos ilícitos con armas,LFAFE Art. 83 P. 1
22245,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17952,Actos ilícitos con armas,LFAFE Art. 83 P. 1
655,Actos ilícitos con armas,LFAFE Art. 83 P. 1
25075,Actos ilícitos con armas,LFAFE Art. 83 P. 1
3613,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1049,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1289,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1279,Actos ilícitos con armas,LFAFE Art. 83 P. 1
3830,Actos ilícitos con armas,LFAFE Art. 83 P. 1
2352,Actos ilícitos con armas,LFAFE Art. 83 P. 1
10957,Actos ilícitos con armas,LFAFE Art. 83 P. 1
21189,Actos ilícitos con armas,LFAFE Art. 83 P. 1
11224,Actos ilícitos con armas,LFAFE Art. 83 P. 1
22279,Actos ilícitos con armas,LFAFE Art. 83 P. 1
20826,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7963,Actos ilícitos con armas,LFAFE Art. 83 P. 1
31193,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1508,Actos ilícitos con armas,LFAFE Art. 83 P. 1
26495,Actos ilícitos con armas,LFAFE Art. 83 P. 1
12462,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8026,Actos ilícitos con armas,LFAFE Art. 83 P. 1
29697,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7356,Actos ilícitos con armas,LFAFE Art. 83 P. 1
934,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1725,Actos ilícitos con armas,LFAFE Art. 83 P. 1
10560,Actos ilícitos con armas,LFAFE Art. 83 P. 1
27913,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1462,Actos ilícitos con armas,LFAFE Art. 83 P. 1
5376,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7667,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1128,Actos ilícitos con armas,LFAFE Art. 83 P. 1
2832,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1381,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1280,Actos ilícitos con armas,LFAFE Art. 83 P. 1
66,Actos ilícitos con armas,LFAFE Art. 83 P. 1
815,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8146,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1821,Actos ilícitos con armas,LFAFE Art. 83 P. 1
743,Actos ilícitos con armas,LFAFE Art. 83 P. 1
5146,Actos ilícitos con armas,LFAFE Art. 83 P. 1
19596,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18654,Actos ilícitos con armas,LFAFE Art. 83 P. 1
16170,Actos ilícitos con armas,LFAFE Art. 83 P. 1
14988,Actos ilícitos con armas,LFAFE Art. 83 P. 1
5502,Actos ilícitos con armas,LFAFE Art. 83 P. 1
19860,Actos ilícitos con armas,LFAFE Art. 83 P. 1
16101,Actos ilícitos con armas,LFAFE Art. 83 P. 1
3831,Actos ilícitos con armas,LFAFE Art. 83 P. 1
21482,Actos ilícitos con armas,LFAFE Art. 83 P. 1
3723,Actos ilícitos con armas,LFAFE Art. 83 P. 1
6537,Actos ilícitos con armas,LFAFE Art. 83 P. 1
25563,Actos ilícitos con armas,LFAFE Art. 83 P. 1
12851,Actos ilícitos con armas,LFAFE Art. 83 P. 1
2044,Actos ilícitos con armas,LFAFE Art. 83 P. 1
30878,Actos ilícitos con armas,LFAFE Art. 83 P. 1
23831,Actos ilícitos con armas,LFAFE Art. 83 P. 1
969,Actos ilícitos con armas,LFAFE Art. 83 P. 1
5143,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7680,Actos ilícitos con armas,LFAFE Art. 83 P. 1
27868,Actos ilícitos con armas,LFAFE Art. 83 P. 1
20687,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7001,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7747,Actos ilícitos con armas,LFAFE Art. 83 P. 1
31256,Actos ilícitos con armas,LFAFE Art. 83 P. 1
2069,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8287,Actos ilícitos con armas,LFAFE Art. 83 P. 1
270,Actos ilícitos con armas,LFAFE Art. 83 P. 1
23318,Actos ilícitos con armas,LFAFE Art. 83 P. 1
30799,Actos ilícitos con armas,LFAFE Art. 83 P. 1
19593,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1088,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1223,Actos ilícitos con armas,LFAFE Art. 83 P. 1
9590,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1047,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18944,Actos ilícitos con armas,LFAFE Art. 83 P. 1
14007,Actos ilícitos con armas,LFAFE Art. 83 P. 1
22461,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1153,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7951,Actos ilícitos con armas,LFAFE Art. 83 P. 1
3290,Actos ilícitos con armas,LFAFE Art. 83 P. 1
3819,Actos ilícitos con armas,LFAFE Art. 83 P. 1
28764,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18579,Actos ilícitos con armas,LFAFE Art. 83 P. 1
20928,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1563,Actos ilícitos con armas,LFAFE Art. 83 P. 1
19591,Actos ilícitos con armas,LFAFE Art. 83 P. 1
20945,Actos ilícitos con armas,LFAFE Art. 83 P. 1
955,Actos ilícitos con armas,LFAFE Art. 83 P. 1
16036,Actos ilícitos con armas,LFAFE Art. 83 P. 1
994,Actos ilícitos con armas,LFAFE Art. 83 P. 1
21464,Actos ilícitos con armas,LFAFE Art. 83 P. 1
21077,Actos ilícitos con armas,LFAFE Art. 83 P. 1
21710,Actos ilícitos con armas,LFAFE Art. 83 P. 1
23239,Actos ilícitos con armas,LFAFE Art. 83 P. 1
31345,Actos ilícitos con armas,LFAFE Art. 83 P. 1
599,Actos ilícitos con armas,LFAFE Art. 83 P. 1
19774,Actos ilícitos con armas,LFAFE Art. 83 P. 1
16820,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1167,Actos ilícitos con armas,LFAFE Art. 83 P. 1
5139,Actos ilícitos con armas,LFAFE Art. 83 P. 1
26209,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18570,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1102,Actos ilícitos con armas,LFAFE Art. 83 P. 1
25036,Actos ilícitos con armas,LFAFE Art. 83 P. 1
14695,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7718,Actos ilícitos con armas,LFAFE Art. 83 P. 1
2812,Actos ilícitos con armas,LFAFE Art. 83 P. 1
552,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1294,Actos ilícitos con armas,LFAFE Art. 83 P. 1
19584,Actos ilícitos con armas,LFAFE Art. 83 P. 1
3105,Actos ilícitos con armas,LFAFE Art. 83 P. 1
3310,Actos ilícitos con armas,LFAFE Art. 83 P. 1
4553,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7115,Actos ilícitos con armas,LFAFE Art. 83 P. 1
20130,Actos ilícitos con armas,LFAFE Art. 83 P. 1
3991,Actos ilícitos con armas,LFAFE Art. 83 P. 1
248,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1553,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1257,Actos ilícitos con armas,LFAFE Art. 83 P. 1
11691,Actos ilícitos con armas,LFAFE Art. 83 P. 1
13786,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1148,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1010,Actos ilícitos con armas,LFAFE Art. 83 P. 1
14990,Actos ilícitos con armas,LFAFE Art. 83 P. 1
6120,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7721,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18036,Actos ilícitos con armas,LFAFE Art. 83 P. 1
31395,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1953,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18552,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8285,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1170,Actos ilícitos con armas,LFAFE Art. 83 P. 1
23821,Actos ilícitos con armas,LFAFE Art. 83 P. 1
471,Actos ilícitos con armas,LFAFE Art. 83 P. 1
5220,Actos ilícitos con armas,LFAFE Art. 83 P. 1
3129,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7188,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7948,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18013,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17988,Actos ilícitos con armas,LFAFE Art. 83 P. 1
856,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1199,Actos ilícitos con armas,LFAFE Art. 83 P. 1
2501,Actos ilícitos con armas,LFAFE Art. 83 P. 1
6854,Actos ilícitos con armas,LFAFE Art. 83 P. 1
925,Actos ilícitos con armas,LFAFE Art. 83 P. 1
16817,Actos ilícitos con armas,LFAFE Art. 83 P. 1
151,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1523,Actos ilícitos con armas,LFAFE Art. 83 P. 1
24816,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1337,Actos ilícitos con armas,LFAFE Art. 83 P. 1
636,Actos ilícitos con armas,LFAFE Art. 83 P. 1
6848,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7729,Actos ilícitos con armas,LFAFE Art. 83 P. 1
20333,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17946,Actos ilícitos con armas,LFAFE Art. 83 P. 1
899,Actos ilícitos con armas,LFAFE Art. 83 P. 1
226,Actos ilícitos con armas,LFAFE Art. 83 P. 1
16222,Actos ilícitos con armas,LFAFE Art. 83 P. 1
25840,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1269,Actos ilícitos con armas,LFAFE Art. 83 P. 1
31208,Actos ilícitos con armas,LFAFE Art. 83 P. 1
20155,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1798,Actos ilícitos con armas,LFAFE Art. 83 P. 1
4868,Actos ilícitos con armas,LFAFE Art. 83 P. 1
6516,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1390,Actos ilícitos con armas,LFAFE Art. 83 P. 1
23147,Actos ilícitos con armas,LFAFE Art. 83 P. 1
5426,Actos ilícitos con armas,LFAFE Art. 83 P. 1
31334,Actos ilícitos con armas,LFAFE Art. 83 P. 1
11936,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18601,Actos ilícitos con armas,LFAFE Art. 83 P. 1
21453,Actos ilícitos con armas,LFAFE Art. 83 P. 1
3278,Actos ilícitos con armas,LFAFE Art. 83 P. 1
31318,Actos ilícitos con armas,LFAFE Art. 83 P. 1
13002,Actos ilícitos con armas,LFAFE Art. 83 P. 1
19102,Actos ilícitos con armas,LFAFE Art. 83 P. 1
30107,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1001,Actos ilícitos con armas,LFAFE Art. 83 P. 1
30370,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1855,Actos ilícitos con armas,LFAFE Art. 83 P. 1
21938,Actos ilícitos con armas,LFAFE Art. 83 P. 1
14936,Actos ilícitos con armas,LFAFE Art. 83 P. 1
22417,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7741,Actos ilícitos con armas,LFAFE Art. 83 P. 1
19770,Actos ilícitos con armas,LFAFE Art. 83 P. 1
12983,Actos ilícitos con armas,LFAFE Art. 83 P. 1
354,Actos ilícitos con armas,LFAFE Art. 83 P. 1
12431,Actos ilícitos con armas,LFAFE Art. 83 P. 1
25145,Actos ilícitos con armas,LFAFE Art. 83 P. 1
5564,Actos ilícitos con armas,LFAFE Art. 83 P. 1
13359,Actos ilícitos con armas,LFAFE Art. 83 P. 1
2651,Actos ilícitos con armas,LFAFE Art. 83 P. 1
24652,Actos ilícitos con armas,LFAFE Art. 83 P. 1
4408,Actos ilícitos con armas,LFAFE Art. 83 P. 1
27066,Actos ilícitos con armas,LFAFE Art. 83 P. 1
28532,Actos ilícitos con armas,LFAFE Art. 83 P. 1
21472,Actos ilícitos con armas,LFAFE Art. 83 P. 1
896,Actos ilícitos con armas,LFAFE Art. 83 P. 1
29240,Actos ilícitos con armas,LFAFE Art. 83 P. 1
17532,Actos ilícitos con armas,LFAFE Art. 83 P. 1
3195,Actos ilícitos con armas,LFAFE Art. 83 P. 1
4866,Actos ilícitos con armas,LFAFE Art. 83 P. 1
24876,Actos ilícitos con armas,LFAFE Art. 83 P. 1
6688,Actos ilícitos con armas,LFAFE Art. 83 P. 1
30539,Actos ilícitos con armas,LFAFE Art. 83 P. 1
13272,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1694,Actos ilícitos con armas,LFAFE Art. 83 P. 1
4353,Actos ilícitos con armas,LFAFE Art. 83 P. 1
26340,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1853,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7943,Actos ilícitos con armas,LFAFE Art. 83 P. 1
22690,Actos ilícitos con armas,LFAFE Art. 83 P. 1
29652,Actos ilícitos con armas,LFAFE Art. 83 P. 1
7109,Actos ilícitos con armas,LFAFE Art. 83 P. 1
2742,Actos ilícitos con armas,LFAFE Art. 83 P. 1
9135,Actos ilícitos con armas,LFAFE Art. 83 P. 1
11908,Actos ilícitos con armas,LFAFE Art. 83 P. 1
21410,Actos ilícitos con armas,LFAFE Art. 83 P. 1
30130,Actos ilícitos con armas,LFAFE Art. 83 P. 1
6481,Actos ilícitos con armas,LFAFE Art. 83 P. 1
24883,Actos ilícitos con armas,LFAFE Art. 83 P. 1
9130,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18991,Actos ilícitos con armas,LFAFE Art. 83 P. 1
19030,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8494,Actos ilícitos con armas,LFAFE Art. 83 P. 1
13395,Actos ilícitos con armas,LFAFE Art. 83 P. 1
6932,Actos ilícitos con armas,LFAFE Art. 83 P. 1
2573,Actos ilícitos con armas,LFAFE Art. 83 P. 1
996,Actos ilícitos con armas,LFAFE Art. 83 P. 1
29650,Actos ilícitos con armas,LFAFE Art. 83 P. 1
330,Actos ilícitos con armas,LFAFE Art. 83 P. 1
12626,Actos ilícitos con armas,LFAFE Art. 83 P. 1
892,Actos ilícitos con armas,LFAFE Art. 83 P. 1
8491,Actos ilícitos con armas,LFAFE Art. 83 P. 1
16699,Actos ilícitos con armas,LFAFE Art. 83 P. 1
1320,Actos ilícitos con armas,LFAFE Art. 83 P. 1
18957,Actos ilícitos con armas,LFAFE Art. 83 P. 1
24649,Actos ilícitos con armas,LFAFE Art. 83 P. 1
